R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG,PTQTDALL,PTQTDEPR
562,593,3981038066,395144642,22190768,220,341,109,341,63030,7426
561,593,2374024411,191482284,54452816,179,276,120,275,53523,10678
593,623,2274533406,19337517,40511504,264,180,173,7,48967,1093
593,624,2171295000,41490137,66062832,144,149,6,148,35241,3363
505,535,2371702933,18402176,74443360,262,186,175,11,83415,1177
530,560,2598110587,51423166,61402776,600,180,35,176,93433,1913
537,567,2087132219,12347014,88358984,131,149,37,112,39229,1018
500,530,2145243639,22286440,120719736,321,176,2,176,51319,1099
505,533,2165731125,76881758,89926832,227,145,119,149,63529,7054
560,591,2154542165,30201352,120884336,145,149,77,147,34689,4012
533,562,2083542037,20020767,136289680,117,149,2,149,31926,3532
560,593,2145679068,104468499,156828520,128,172,104,184,38835,12676
594,625,2178225291,76770440,59691800,260,142,0,142,47697,3653
502,532,2070581816,7710582,89274184,300,90,90,3,47495,827
625,656,2141722972,57176290,116388680,275,136,1,136,42338,4580
501,561,2041140151,72361323,138572624,163,157,94,166,38564,6993
530,535,2155208873,251256991,155918840,83,96,116,65,38742,11803
531,561,2192783082,18186929,34947680,373,148,3,148,58785,1467
562,594,2088096218,60667511,56307848,109,152,37,152,31235,6334
593,625,2075198345,45646162,77663896,87,143,32,123,29943,6077
530,562,2153104044,98414479,103764008,240,144,2,144,46038,9789
475,534,2081383806,70547979,127568680,73,159,79,184,47373,6213
468,499,2052564306,9035431,35348200,282,64,62,13,46862,4222
505,534,2227816014,35724733,80957816,424,5,3,4,70468,3432
434,467,2024905725,106587377,96919296,100,104,188,188,36128,7239
561,592,2218075662,32696919,126601992,328,47,38,46,42583,2884
597,626,2035099082,32800485,30745432,120,176,67,176,32952,4664
532,562,2103772586,11148845,52730968,145,143,4,143,32251,1381
656,687,2082003314,26690301,79116424,283,104,31,79,34552,5343
471,501,2014576114,6793187,101096888,188,136,0,136,35378,808
597,627,2045581559,8992882,134064432,221,197,6,197,61662,900
597,628,2085262587,32808551,48837408,104,117,50,110,36171,4113
687,717,2073146908,8987921,69990336,65,135,50,137,19364,2028
416,505,2030841519,12891732,99611064,234,10,10,11,66731,9072
530,593,2134156933,69657370,118649216,126,127,77,127,32447,11390
325,475,2017982657,41424940,36836264,76,117,155,150,56704,13005
325,505,2012567318,30781471,59197608,74,102,128,116,53114,14282
325,445,2021696943,36110023,85619520,78,118,157,120,57606,10436
435,467,1974449732,8432024,101880328,143,86,86,2,39415,4815
530,534,2180816684,65983347,130333968,188,85,92,71,50880,13140
688,718,2066140035,9503831,53658376,181,132,7,130,35374,750
560,592,2137340478,81132866,79155552,240,116,21,116,44606,9148
567,598,2046702924,21565492,98751920,76,133,5,133,25183,2861
596,625,2094835897,32845270,116388184,97,141,2,141,26199,3647
475,535,2117975242,30532183,50945360,123,124,65,124,52644,4501
687,718,2067600784,11234836,71718248,74,131,43,129,20411,2855
531,563,2076990727,35625380,88701736,147,86,69,86,27496,6003
626,655,2112218014,24940724,105678088,148,115,13,107,24370,4249
325,415,2057104886,48597347,35396048,79,121,125,123,59008,8993
445,475,2290457327,12290155,75310080,264,119,2,119,85430,845
533,565,2138794067,66008878,97074040,131,122,8,121,38706,7588
475,533,2080294150,46357152,117023304,78,110,59,118,40632,7179
534,565,2110122844,63624280,51357856,205,123,3,123,46911,6528
472,502,2024389929,3717354,68871056,128,122,0,122,25040,546
504,532,2098328111,25182048,95143472,164,74,76,13,45179,4846
475,504,2073949739,37986587,109154272,79,111,97,110,35660,3757
530,561,2425762119,134756739,76060992,563,148,13,148,80963,5252
626,656,2114227268,6951817,108136232,634,19,15,4,60147,1420
596,628,2113239189,19395599,45551432,206,41,40,23,39166,5547
356,445,2017182011,12114817,76444080,220,10,12,11,65661,7586
562,624,2148511298,59013447,91074480,89,110,12,111,25198,6741
562,625,2108373417,54827103,104076312,69,104,32,107,23357,7714
595,656,2260175673,75769775,37862880,123,96,67,58,29245,6664
655,684,2173673746,10967399,48885040,54,119,20,117,14657,2667
415,535,2088892554,38660828,74049528,107,80,72,92,45873,8619
500,561,2046193580,28505496,86635664,56,132,97,140,20985,5223
656,686,2288852105,35365629,42599376,105,109,13,105,20084,3315
501,531,2325909957,25365846,71491384,262,115,71,112,47725,1921
500,560,2043313063,18698570,85182552,61,120,120,128,19495,4018
562,591,2123038675,13801880,104921872,96,110,79,106,26703,2793
687,716,2093959446,17546645,42115768,183,25,15,24,18828,2848
521,553,2025614971,11736328,58263160,222,13,15,9,44077,5929
501,562,2052725578,50753859,72953608,153,61,33,60,25782,5499
531,535,2145513275,35571739,94973160,115,100,112,68,45777,10745
534,596,2337078035,92471303,44331040,143,100,100,96,37258,9182
646,650,2116171608,6549191,61324664,203,6,6,6,38970,9322
658,688,2052197642,16176431,89638368,113,95,20,94,22907,2160
505,530,2170310384,16929498,42457104,113,16,24,15,26584,7969
533,596,2109593324,38557890,62907520,93,97,98,95,31006,9069
623,654,2065579577,25988411,77904472,119,81,1,81,23581,2772
445,535,2105057250,50492530,33080896,116,93,61,92,48524,6658
533,563,2179786390,17440578,58195224,237,115,0,115,37718,1485
380,410,2052639205,4559368,76698352,141,100,0,100,28481,482
415,445,2176091085,1086503,57078528,326,19,19,0,81344,690
500,562,2005534338,17829213,65018456,22,97,77,103,14188,4968
681,711,2168234333,3364704,102124168,282,189,189,2,60259,977
441,471,2018858784,4012313,43028880,128,98,0,98,25539,452
567,597,1997890901,14458662,60358264,122,110,0,110,24737,1302
596,626,2294606429,21781527,42145272,154,180,108,86,37502,2563
415,475,2201384594,50553116,78017344,241,90,92,91,79435,5431
521,554,2085746926,12957758,34304320,223,13,16,12,44638,7569
535,597,2275457554,46837173,59694376,156,72,40,72,43461,8037
325,416,2070430580,17981234,82767784,81,90,98,91,53655,6385
530,563,2163835278,37211988,34116056,42,92,46,90,17463,6421
594,656,2177465156,66124777,51954936,136,91,6,89,27696,6994
595,626,2237948679,86372846,41392560,205,145,3,142,45773,7521
502,562,2019912568,27735547,52253928,82,96,21,96,20322,3851
614,648,2009164417,17279291,65285752,170,8,10,10,34541,8562
562,622,2145321850,14834839,72893016,61,61,26,63,15081,3164
472,532,1971903426,22195290,30625680,97,92,4,92,20071,3401
475,505,2229968517,6552096,79218304,456,75,76,2,99052,1100
531,560,2186773482,12075908,46976064,120,82,7,82,32627,2119
536,567,1998197650,11812198,63395944,95,90,2,90,19658,2016
655,686,2053236172,24572723,30071712,91,91,24,90,20227,2413
676,680,2002723107,19001980,44002464,149,18,12,18,28726,7796
498,530,2037768532,14894043,70872192,382,9,5,9,53879,8698
530,565,2209398985,30762481,32108184,75,47,52,44,22740,9953
561,650,2300462989,17275333,55367968,109,70,59,26,25069,8286
504,535,2080229381,8629609,76487472,202,11,11,5,33475,1800
532,563,2087007533,11597279,43621704,85,81,50,82,17657,2248
535,563,2113177476,14620262,56665224,38,91,57,92,17176,3776
563,594,2174384458,37578302,57595136,265,113,6,114,44420,3007
325,535,2021474457,15669041,74556936,46,72,77,94,33950,11382
350,380,1974694547,1515000,33483992,87,89,0,89,22331,352
479,567,2009143470,3773784,47430512,89,47,47,4,23765,4727
624,655,2227066253,18848466,68283968,120,86,2,86,24495,2280
650,681,2171002162,9586984,36991864,47,89,54,87,19925,2982
500,531,2215594714,15787153,49741392,113,87,70,44,24055,2795
504,530,2225911418,17869863,68390896,115,23,29,12,27287,7227
506,536,2246540442,2542201,38485608,82,87,2,87,16591,602
537,568,2095734015,6115030,54228544,84,73,0,73,20184,1943
563,593,2164825759,10369378,71587664,214,134,0,134,37793,1090
563,625,2121259394,69527199,42691224,167,74,4,74,31550,7045
711,715,1990756916,33233043,55869136,165,24,19,34,27896,8923
325,386,2012538847,16673972,44971752,84,92,98,93,54630,4305
718,747,1974936539,11418374,56301088,66,79,54,80,12882,2201
435,468,2026019439,8137092,69882648,99,82,85,5,31308,6657
534,627,2077600993,38351920,40176992,71,82,89,150,25536,9085
680,710,2188004239,4784467,75464080,221,98,5,97,40549,740
416,535,2029379314,15777714,53471824,104,61,59,60,42725,8667
443,473,1932431086,1894132,32553984,66,84,2,83,17098,303
445,534,2054485301,24361264,51750256,72,75,73,74,39505,6319
626,657,2160860178,24224676,59227040,316,18,6,16,31477,4843
471,561,2023473217,55679356,35081096,104,87,56,89,24059,6943
508,567,1965514457,12045364,51789864,119,51,47,17,27538,3154
614,649,1990258549,11742235,33643392,143,5,6,6,30399,9092
416,475,2082332762,11850602,37441744,237,11,11,16,67339,5847
655,685,2049084364,6476471,57789224,279,41,4,39,29334,926
325,356,2086731228,21083915,58004608,205,89,72,97,75451,2852
533,627,2116288071,30237303,40817224,71,54,58,97,22111,8588
568,598,1953890101,3090495,55248168,77,90,0,90,19977,770
629,658,1991546795,2949466,42396464,163,4,1,4,12865,1353
445,533,1996445658,19710527,57685120,78,45,36,46,34055,6488
531,595,2091830289,55471939,39041080,83,69,58,73,26802,11469
532,595,2062111518,46221687,54054112,87,74,68,76,27836,9719
533,595,2079803623,112007324,47270592,99,125,97,126,35417,9934
567,596,2011225860,12277465,59820424,80,80,4,80,19978,2407
532,565,2090266172,33435154,46185344,110,53,49,55,28273,8130
658,687,2049798182,18526868,37455192,205,74,1,74,26583,1985
386,535,2037484942,12612128,35436864,101,56,57,55,41688,9738
531,565,2060241712,32478735,49831232,105,41,39,46,26180,9556
559,591,1980276108,8767195,34742328,73,68,73,45,19982,3395
627,657,2095523001,18385641,45040872,78,76,4,76,15841,3012
621,651,2140443229,5222086,52613616,290,69,1,69,37293,810
675,679,1957965931,55165558,36398840,147,44,16,45,31779,8734
265,415,2018279585,10515524,52915232,73,19,16,20,38291,6249
533,561,2071600708,11291449,39611056,23,68,11,65,15362,3349
565,626,2053735249,24463540,53934288,62,88,73,88,22359,5136
593,655,2117618834,36194452,45421688,68,93,24,73,20853,5386
614,650,1970191007,8623657,33720432,134,2,2,2,28327,10320
434,468,1988007773,32645257,46493096,82,77,80,76,28194,8135
445,505,2048121320,24735872,40635856,153,177,114,72,78248,5341
561,624,2111429965,40569524,52984264,79,85,31,84,21667,7256
613,644,2029212629,21143956,56840120,137,99,95,80,41521,3717
530,595,2131420289,43479774,39695488,56,66,81,62,22689,11364
565,628,2009776617,35949000,56820336,95,92,175,92,33331,7833
416,533,1997170777,12009257,45512688,67,35,37,35,30877,7442
508,537,1972946705,4555747,65030272,155,43,40,43,30517,879
562,621,2062834828,15516652,46049040,60,73,21,70,17600,3832
590,621,2033978029,4615602,55162480,31,82,44,83,12467,2099
658,686,2038611613,7460779,64920200,34,76,81,53,11653,2836
265,475,2001754876,13538827,46922960,71,18,14,18,36411,7999
356,535,2028984561,18256786,68683672,99,54,54,55,41474,11718
411,441,1969748012,1184118,47554152,84,72,0,72,18158,312
505,565,2154124610,20795921,43456528,231,30,28,29,53558,4796
530,596,2119868643,22745503,52738192,58,37,63,34,18413,9365
592,623,2060000082,6438534,68836440,184,55,45,55,27968,2449
350,410,1955242413,13715110,47441584,73,71,3,71,18591,2685
415,534,2003517174,14197128,66298696,65,69,71,69,37539,7555
505,596,2092620817,20632846,57351648,196,16,13,17,46033,7678
506,535,1974144792,5986199,66921928,52,72,44,74,12638,1875
535,595,2093220699,47975405,57580824,188,89,127,76,52420,6076
537,598,1956327312,17925250,39542848,59,73,8,73,18333,3439
561,594,2123257808,30951134,51661160,69,78,55,79,19327,6184
561,680,2126797543,11521016,40746896,55,78,66,24,19233,8027
595,657,2067643249,15286880,60578736,49,90,68,42,19383,5805
718,748,2032771606,5913455,51155384,113,64,10,60,16112,1055
719,748,2047937561,12594216,40648808,91,72,18,73,16171,2278
386,533,2001974639,18345372,54286104,64,33,37,33,30084,7982
437,498,1966358241,10356485,40628568,163,23,22,24,28482,5170
530,559,2150589859,9293180,57750528,68,70,47,68,17915,1951
553,584,1984028532,3865760,39696448,51,70,72,58,22103,1850
563,626,2091544527,15390514,56487744,119,15,6,15,18383,5560
355,475,2141669954,32887237,41654216,93,46,12,45,28252,8118
502,533,1979158892,8930972,60675504,82,69,44,60,15198,1835
560,621,2126473326,17265475,51410888,54,69,16,69,15228,4591
386,534,1977055221,9160291,43035344,61,55,59,56,34772,8454
441,501,1940945274,19182647,55362744,102,69,1,69,20046,3220
445,504,1964846499,10790381,39033160,78,31,22,30,28004,3911
535,628,2097373979,40703119,53029912,78,50,57,59,25690,7329
558,590,2026264632,39090608,41962576,112,95,55,59,30994,6041
748,778,1991394859,1468719,40143424,120,56,4,55,18532,384
437,468,2005857028,26833925,60910848,238,46,33,46,42126,4829
499,533,1994584953,7844733,45702192,93,15,21,16,18311,5842
534,628,2064062550,21847076,54723248,41,64,106,108,18029,7946
568,599,1963413017,4130241,46082184,45,64,24,64,14061,1485
592,624,2082631026,27753422,59752008,114,64,24,64,21931,4175
595,628,2131632926,31835817,50483392,138,64,69,31,35421,7998
622,651,2019836883,5719181,57537536,55,43,27,43,9600,1583
689,718,1988659682,7820164,51383296,79,60,14,58,19375,2080
501,560,2044958517,25161314,38181280,51,80,72,78,15627,3548
502,563,2120445185,16527699,47441072,38,67,84,68,10918,3008
534,595,2111623221,101458475,43034016,155,110,97,108,39578,9218
535,596,2070038821,36437978,48775648,199,59,89,59,50573,5804
558,591,1993957231,20510111,60645872,62,69,72,51,19594,4967
595,627,2170451098,36439152,52300632,316,9,6,8,55287,7322
627,687,2037862332,20292304,59795808,42,64,61,63,13809,3399
415,533,2141569744,29052603,51577200,69,42,38,42,32431,7447
529,560,2132360795,30161521,58965624,307,67,42,56,44375,7432
562,592,2167201769,15172198,51117344,548,56,48,11,69632,1533
562,623,2050699125,20959977,42563152,133,72,58,74,25311,5662
565,658,2004953746,10006622,51801680,53,48,86,50,19386,4674
599,629,1962328028,3667337,48677992,58,68,0,68,11158,1157
716,747,2041740474,4835660,57454728,54,36,38,30,8587,1228
717,746,1998982971,2377861,43048848,19,66,32,61,8152,1326
620,651,2039960780,4111032,50639840,44,65,7,65,12073,1646
651,683,2032746466,19413999,42276000,167,23,12,24,23789,3559
741,775,1991921989,16026433,57826472,133,17,17,21,21520,6381
324,505,2061333004,15249568,44586856,58,25,25,18,17068,7689
356,534,2014459297,8475138,42679176,59,52,55,53,34205,9603
500,532,1995553639,7546842,51463016,68,48,42,28,15630,3592
504,533,2094164939,101470293,47272456,257,99,98,87,56440,3696
534,597,2146918803,38541869,60809712,72,56,59,65,22367,7706
554,584,2030413637,3374185,40341456,212,63,5,62,41988,599
593,656,2125349622,28940548,53864992,64,71,14,62,18055,6032
613,650,2003713460,7916001,63971824,113,1,1,2,24809,10106
614,646,1988637007,23522883,58984856,233,13,18,14,45107,4752
326,505,2022093728,18752892,55091448,111,12,24,18,43676,9132
352,382,1909964188,460637,62651888,54,60,60,0,14691,228
411,471,1962273309,11834384,48923360,72,60,2,60,16242,2494
469,499,1986577712,1392186,60015584,100,63,0,63,17959,359
476,506,1982301853,1707602,46474192,60,64,3,64,12788,326
502,531,2006263651,13342342,57300256,124,28,29,22,21873,1453
529,561,2123684781,123808598,62637184,293,70,74,70,45594,9163
534,560,2079904202,13772886,52427472,61,36,18,39,20765,5336
563,591,2105074433,3347372,56161152,62,40,40,38,14315,2035
680,684,2054692797,11891129,64529640,41,56,21,54,13844,5044
687,746,2017005930,3844867,44082224,16,52,61,44,7379,2301
295,386,1952278962,4731820,61702144,77,12,12,12,37788,2929
324,445,1960135262,24408685,49071592,57,38,39,31,19135,6060
415,505,2111199234,86165671,67553136,240,51,56,51,73536,8829
416,534,1991215845,13582093,61911224,63,58,60,58,35539,7649
472,562,1994911618,27184736,47513968,48,63,10,63,12397,4077
498,531,2051098434,8459245,58286616,118,17,17,18,22630,5104
499,534,2008317083,12522020,65839632,55,38,46,38,16600,6512
529,534,2046642876,22085322,54048608,67,40,51,40,18811,7019
529,562,2073730236,75980437,48521048,128,58,56,58,24822,8105
532,596,2043698655,26958650,62825968,87,39,68,41,22903,8553
533,628,2001198745,16498585,49931392,41,44,74,73,15683,7198
561,622,2104044224,8464692,55506992,34,49,19,48,10715,3121
563,595,2107612609,46523320,64997456,175,58,15,58,29679,5435
597,656,2039821895,16197068,52470040,87,63,60,62,18515,3787
355,445,2003137324,21306954,64172008,89,53,15,46,28553,6241
434,499,1968434134,18621702,53460400,43,58,58,65,19051,7318
435,498,1968295838,18575311,62528144,58,58,59,57,20803,5505
499,593,2047985625,24392911,53296960,56,54,51,54,16043,7534
535,627,2110687267,33943099,52797216,153,39,65,38,39228,8062
597,658,2042685119,12324927,64122744,58,48,43,48,20153,2635
612,646,2001635750,14763265,56351344,122,7,9,7,27543,5933
623,653,2058755474,9284178,52415688,163,38,23,17,21985,939
625,687,2041253175,25281948,64511088,101,53,8,49,17041,5111
651,681,2067521712,3302305,50119120,220,56,1,55,30167,626
470,562,1985469793,6951252,55408064,15,58,61,58,9823,4514
472,533,1993505744,25044659,64853296,62,59,36,60,13278,3525
479,537,1987785932,3112930,62723488,134,5,5,8,24334,3110
499,562,2041758191,55681120,56638856,119,57,43,57,24614,8700
529,593,2008249377,16870397,65331376,58,59,59,60,16701,7359
561,623,2134935258,21351915,60591912,131,63,52,63,24363,6200
626,687,2078110637,26901153,52022656,189,28,27,16,21118,5880
678,710,2015233515,13846008,60713672,62,47,31,50,14232,2278
686,717,2071230557,12372011,62215288,72,52,29,48,12294,1543
434,498,1975532715,35043867,49551224,54,54,49,55,19820,6734
474,505,1984798385,6174435,57489288,92,19,14,18,12579,1145
500,533,2010732095,11168800,64665152,53,38,41,24,13131,4091
505,536,2083360195,8060845,55523752,35,58,35,59,11308,1872
522,556,2006960006,5557423,53752096,181,4,4,4,36211,8349
533,560,2086725543,13291966,67345904,50,64,38,50,23776,4979
565,627,2061949327,14634483,57460840,302,11,11,1,54217,7797
567,599,1988223349,6355725,68048744,37,49,9,49,12018,2343
628,659,2021877162,6881196,67803600,70,57,23,67,18088,2179
681,686,2055533462,17135104,57821952,29,46,35,37,11975,5861
265,445,1959525475,11527685,55795944,72,18,14,18,37078,6827
326,535,1986329658,6566910,70515720,37,35,39,39,24995,6480
505,597,2099272727,24077335,69953408,152,27,11,25,38140,9027
560,651,2170796330,10375453,56283608,29,53,25,54,10336,4156
561,710,2147802128,14698039,69507880,37,50,20,45,13604,6362
562,656,2125518178,28080076,59097512,43,54,18,53,14382,6266
589,620,1977339958,3972729,67029864,34,59,3,59,10558,1150
592,622,2170581445,3564932,62190528,88,59,2,59,16779,800
624,686,2040564992,16624006,53114504,63,46,4,44,13779,3393
656,685,2108003382,32100444,67101280,150,34,21,30,16751,2976
679,710,2028803852,3842104,58149512,57,60,39,45,14500,1418
323,475,1972532194,11300617,64571576,25,52,56,34,15856,7188
325,533,2063214776,11908591,56025728,30,44,45,58,25033,8779
326,416,1989001748,4540561,60134224,115,7,10,6,44862,3724
435,499,1977849691,7202994,68822688,47,63,63,16,20126,6329
467,499,2041914460,13342520,68269392,158,129,117,43,40448,6369
475,531,2063429148,10793285,63583600,68,19,17,23,23787,5585
658,718,1991334282,10258767,54102896,26,57,29,62,8559,2718
687,747,1995018123,3177854,58880632,6,59,60,58,7181,2089
469,530,1971781581,18522568,66961480,51,56,26,56,13388,3129
473,533,1982116891,33631332,60139800,112,52,6,52,17825,3696
498,529,2055116985,13711851,73916384,390,10,3,10,54638,6717
529,559,2007487888,1436431,62988032,43,59,10,57,9943,583
557,590,1966589563,25731269,57579664,98,54,44,48,25822,6671
620,681,2118326453,10260649,65305704,33,55,42,54,12470,3509
647,651,1998532356,5846683,57386496,115,7,6,7,21877,5683
688,747,2004460444,5974833,63446976,33,48,52,38,8881,2134
706,736,1931144300,470595,55079552,39,59,16,47,9863,202
746,774,2030349650,4530288,68513384,54,54,56,55,10442,2421
117,176,2011553631,727771,60800672,79,2,2,2,41577,1809
324,475,1973001450,22593631,68931256,61,35,35,33,19254,7514
355,505,1996931338,21488992,64714176,87,31,15,23,24144,8696
470,501,2036668793,4724959,70572680,29,54,18,53,10239,1471
473,505,1985819451,6436889,61240144,65,31,28,14,11583,2484
501,530,2018556779,20427936,61783808,167,56,49,56,25691,2430
501,532,2012910183,8746163,75455568,82,48,19,47,22187,1834
501,563,1991861988,22553024,67976296,70,54,45,57,15281,5397
530,627,2127940694,10315203,74478040,27,41,57,35,13819,8078
558,589,1998803847,3703026,63861408,36,47,23,47,10878,956
559,590,2042084349,24662021,62356464,174,57,43,41,32505,3620
596,657,2079335380,7574201,64180424,17,53,51,52,9837,2683
197,204,1899344884,3451397,72971912,64,7,8,7,29241,5868
295,415,2006713034,16337181,75881912,75,23,17,24,39431,5258
324,415,1937482055,16911913,66179728,57,38,40,31,19063,5229
325,534,2005239726,7291774,62710392,30,53,56,72,27879,8978
355,415,1975464498,13797304,75074064,96,49,9,48,29264,5020
445,531,1993976658,7104153,69905016,67,11,8,11,22498,5964
500,534,2009366216,5071227,74786632,26,37,40,44,9913,3773
536,597,1996812023,21481940,66926096,52,52,8,46,11627,3305
561,625,2120076208,28276047,74406288,43,59,44,61,15073,6478
562,655,2057855267,36757893,67737256,51,52,13,50,14115,5668
677,710,1967659183,26015845,75875904,50,45,25,48,13877,3582
679,711,2003854671,18787394,69726336,115,49,24,35,24616,4305
323,445,1966433806,13003949,60261760,43,33,36,31,15737,6010
325,565,2002557538,5084699,68386552,46,27,31,26,20190,7908
416,565,1997343138,2941816,63604048,102,4,3,3,26649,6886
499,561,2155985602,117503920,42032664,268,63,56,63,43226,10451
500,593,1943042553,5600092,33587904,14,51,36,61,8463,4018
502,530,1991568327,4840769,39774288,45,38,37,27,11627,2200
505,628,2026026212,15243593,36127248,77,25,24,27,22708,7286
530,558,2131409396,3066163,47186808,17,50,30,51,10455,2219
530,597,2146208308,6798310,38729728,28,38,46,17,13658,7710
533,597,2102053699,18215779,50122992,72,36,45,40,19967,7503
562,595,2090373228,21363761,43633728,58,60,39,60,16036,5462
611,646,1970400258,6692593,36746392,99,6,8,8,23926,6370
621,652,2075428313,3212008,42284392,14,51,22,52,6771,1445
646,651,1999050503,4301085,34442768,98,8,7,7,19966,6426
647,680,1968141713,7003903,40619368,42,35,10,34,12094,3129
650,682,2094579878,13426246,37144472,79,87,59,34,24071,4479
652,681,2006717749,1703500,45288192,19,46,13,46,6860,1374
295,505,1990907766,11977318,47323216,73,17,14,17,36048,8038
320,350,1956583423,559815,40167616,61,50,0,50,14923,222
325,596,2051661540,7734731,47975272,37,31,36,29,19250,8583
356,531,2189105720,3765520,42207312,53,7,12,9,19682,7247
381,411,2000673942,578907,50016632,53,53,1,53,12707,227
478,508,1917669976,1558110,40601280,37,55,45,43,14324,812
498,593,1943745819,7806570,46135008,34,35,34,35,10913,5716
505,531,2078058194,13775300,42847992,184,12,14,12,39743,8624
521,558,1953547353,10490579,37928032,85,6,10,6,20433,8159
533,594,2038436943,4729141,47690280,27,52,49,53,8825,2489
550,554,1916814787,12562606,37777160,47,34,35,34,17330,4124
560,589,2090748514,4908873,43322672,47,28,9,27,6922,1226
560,681,2090928840,12973139,49179744,22,51,37,53,11618,5265
656,684,2044186933,7186142,40043928,41,45,51,47,8639,2567
235,415,1987074842,5251234,39534720,51,8,9,9,27852,4846
356,596,2004097452,3314796,49300720,80,8,10,4,23462,9329
356,627,2002815405,2848803,38647496,60,6,9,5,17926,8256
504,531,2082912361,18403919,48085344,198,17,19,8,41373,7455
