R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG,PTQTDALL,PTQTDEPR
435,530,1965699841,8026996,29076232,44,42,42,41,17100,6764
469,501,1958671674,1918659,32665680,19,33,11,33,6123,1511
471,563,1998510854,8857788,39440176,47,35,27,35,10835,4811
472,534,1934456754,2918471,42629512,15,34,20,34,5697,2351
475,627,2052587994,4808294,30867880,75,6,5,5,20053,5511
499,529,2150838735,6055757,42673896,617,31,0,31,80208,1355
499,563,2035547653,9900520,31958528,23,37,37,37,9301,4366
531,627,2054003442,16150481,40559024,66,18,34,33,16469,8684
532,590,2039457867,2146654,44855840,9,33,42,33,7962,1964
554,560,2030316811,18256833,32545624,86,22,24,21,22880,8299
561,681,2080776762,21047005,41157576,61,29,5,30,12927,5432
563,621,2092795515,2100698,52340704,24,30,31,24,7578,1861
563,622,2107001342,7276880,39011264,38,32,6,31,9175,2011
599,659,1980995164,5870162,44257376,43,34,32,35,7259,2143
620,652,2069852543,5411932,48980032,21,37,14,38,7068,2124
627,688,2058004704,4806898,34216464,28,35,26,35,9429,2241
647,681,1964706691,2491990,37891624,11,34,21,34,7789,2536
649,681,1958648227,1639940,41562200,14,30,25,30,7491,1240
657,718,2021945075,3274006,48902224,37,44,42,35,8649,2145
675,706,1970830611,967442,52570728,10,36,16,38,6308,922
678,708,2017784542,879911,32225016,32,37,1,37,8285,497
682,711,2058139768,1364985,43551408,22,35,4,35,6127,986
684,714,2032473701,699665,54249048,65,34,1,33,8061,274
686,714,2062406835,1794199,61797232,20,22,23,18,4513,1500
710,715,2076838034,21230044,37248048,43,32,26,30,12193,5189
714,746,2084845588,3368811,44064240,25,38,17,34,6503,1825
737,767,1949668984,434561,49631568,37,35,1,34,6882,247
87,176,2029668545,916443,41654496,78,2,2,2,41323,2346
117,325,2063176992,2323311,53215968,48,2,2,2,24998,4777
165,199,1941961873,4792242,62934224,26,19,19,23,18684,1998
165,203,1948012031,3635119,38165464,25,10,11,10,15758,3354
165,204,1992210791,5594063,44694248,24,11,12,12,15758,3849
167,204,2056424944,5893900,55380992,60,11,12,8,29230,6183
167,265,1911244887,2104050,32741208,28,8,10,5,15256,4125
167,295,1947775464,1974861,38586600,32,4,6,4,15256,4534
169,325,1951696817,1565200,44446064,34,5,9,4,16100,4320
171,203,1950952650,3258378,56139528,67,12,12,4,31317,1846
171,235,2154369101,2126850,34672800,15,26,27,28,16203,2370
171,295,1915057192,1975672,41001808,28,10,12,6,15738,2884
199,234,1952904271,2252502,45604808,32,7,11,6,15913,2912
202,415,1928138539,1940284,51364192,28,10,17,12,15578,4617
202,445,1923372354,2292187,56541944,28,10,17,12,15578,4923
202,475,1929491951,2648286,33401296,28,10,18,13,15578,5448
205,298,1982067917,1161601,44149536,23,20,20,20,19859,1790
265,534,1959383303,3446964,54327896,28,24,27,27,21890,6682
295,534,1962707157,3311183,36878888,29,25,28,29,22299,6139
298,479,1904229161,851754,46316320,35,3,4,3,16845,2648
325,595,1959845378,4985055,52427704,39,29,33,27,19298,8440
356,530,1983919653,7074433,32333360,23,17,35,30,12599,5668
446,476,1916066559,229117,36146888,22,35,1,35,5613,153
469,529,1988678767,8103267,42699152,53,34,20,34,10780,1741
469,561,1975522816,10969845,47606896,28,32,23,34,8468,3153
475,536,2024770480,2164353,51421072,18,32,21,32,6644,1708
491,523,1923847392,2143157,36245712,114,10,8,4,25474,3841
499,532,2018975044,7801919,45874208,104,18,21,19,19947,4783
505,532,2118095318,24758644,55459360,203,22,25,20,44740,6876
505,561,2041704633,6322244,60882464,11,30,30,27,9165,2900
508,596,1925542715,3591696,40162592,43,13,14,12,9921,2388
530,621,2101772818,11633743,51743672,52,33,31,33,10972,4078
531,562,2086602665,25038528,57642600,348,37,11,37,42773,2572
532,560,2099301148,8345688,44262048,38,65,56,34,21728,2977
533,593,2075906103,4558701,49676648,14,41,25,41,5706,1751
535,658,2065638234,11282170,56441000,43,26,47,35,15403,4397
552,584,1931380708,1380778,39207088,45,17,13,4,10994,1579
558,620,2003383173,6748640,44496024,35,31,27,31,9994,3036
560,590,2192652023,6406034,43219072,662,27,4,26,82754,1446
565,657,1960068083,6389811,49385584,16,32,43,42,8026,2853
565,687,2074295430,2888562,52465000,11,31,48,32,7740,2967
588,650,1924726607,2422096,55991336,14,28,16,28,5784,2023
596,655,2019796644,9526852,63032528,62,31,8,31,11375,2857
596,688,2012236002,1632445,49138312,6,34,32,50,7251,2143
623,684,1973110589,1513036,52641136,7,36,10,32,5098,1682
646,680,1973234895,7696995,59643232,39,25,10,25,10956,3640
648,681,1940430961,3937325,63143136,14,33,23,33,7878,2034
650,711,2095414363,5990021,46659784,29,34,36,28,10314,2378
650,739,2069954739,2945093,54661376,102,6,8,6,14381,3540
678,709,1969302513,6187895,63189456,74,33,16,33,13344,1064
685,714,1983185823,1338570,67450704,14,31,28,24,4644,675
686,716,2157639534,4075301,55697128,300,17,16,5,26510,715
687,748,2101422442,1394673,61867624,5,36,15,39,5196,1560
688,748,1994640284,1368751,68027520,7,33,35,34,5612,1202
705,736,1939175317,1082766,48173336,17,37,19,32,5691,793
740,773,2072428383,7172553,65268256,150,8,7,9,22213,4754
165,169,1933586253,1358280,46511296,25,10,10,10,15758,1707
167,326,1928219279,2125286,52422848,32,3,5,4,14861,5102
169,201,1912847652,1231400,60314960,72,7,7,1,29632,1642
169,415,1881237669,2201695,65733152,27,7,12,8,14418,5489
169,445,1891675138,2544932,46313472,27,7,12,8,14418,5759
169,475,1928949428,2777610,51620344,27,7,13,9,14418,6231
170,265,1944983261,3377211,58371400,35,7,10,8,17119,3035
170,415,1933068458,1881469,63684448,27,7,12,8,14418,5040
170,445,1924809964,2204896,68990656,27,7,12,8,14418,5310
170,475,1931677379,2463067,49852896,27,7,13,9,14418,5782
199,235,1944270469,1982354,57399192,17,20,24,22,14998,3097
201,205,1912191245,508423,61645728,36,3,3,3,14319,1715
205,329,1945583574,1240565,49242864,23,18,18,18,19191,2503
235,416,1954311365,1783187,63084592,52,5,6,4,27364,4115
356,595,1982422378,4331655,47565000,80,9,11,4,23699,9229
383,413,1918123800,349609,52980712,36,32,3,31,8314,186
405,436,1917067863,2763208,61546064,84,9,8,9,19678,3337
445,502,1973963825,3141923,65159696,35,11,4,9,13621,3364
471,532,1992678805,1719084,47405824,10,33,13,32,5655,1658
476,533,1941092250,1666535,50052664,5,32,29,40,4371,2170
478,507,1931041345,856150,54902328,12,35,24,34,7236,810
508,568,1925219588,4537306,62833120,63,13,3,12,11365,1832
508,598,1950125841,6969946,47176360,54,20,17,20,11855,2883
529,558,2028795026,1559704,53785136,31,30,11,26,6152,961
530,591,2134094992,8383776,47265488,76,30,29,29,12612,2905
530,628,2068550782,7315772,51674280,15,27,43,38,9218,5673
531,564,2077642001,4821390,56084136,34,16,14,15,6761,2317
532,594,2138155750,6687042,65348496,35,32,24,32,8684,2253
533,590,2061993912,2292820,45744912,8,31,31,32,7736,2309
533,626,2069897248,7822179,54116744,26,32,18,44,8710,3728
534,559,2045558815,4453538,61604056,21,26,30,26,10529,3265
537,565,1954479446,1929307,66452440,11,34,29,34,5197,1651
556,560,2030323569,14134739,61040824,140,24,29,24,31330,7715
558,593,1978528083,7488829,65882240,37,27,38,29,11052,4530
559,593,2003617555,6965492,49938088,47,27,33,25,11996,4184
562,590,2065735148,2225823,54786952,18,31,26,31,6363,1671
567,629,1986180207,7901595,62278672,37,36,9,36,9028,2848
590,710,2047959531,12016672,48720384,105,30,27,30,18842,6640
595,621,2062645688,6874997,55775920,27,23,11,23,7515,2994
595,658,2095939369,14534547,48680424,75,29,28,17,19938,4594
620,740,2096283849,4516822,64984552,10,33,40,33,6252,2738
621,650,2158401650,2109058,58421552,17,34,17,35,6309,1025
623,685,2106821399,14182727,65314816,57,28,17,29,10646,3511
628,658,2161751625,5464606,41720040,225,34,1,34,32970,859
680,686,2081192040,13975221,35334792,30,29,23,26,10114,5263
686,747,1995538323,1105784,38639192,6,30,30,31,3850,1116
710,739,2063189273,4407316,51862696,151,12,8,10,20421,2065
713,747,2012157602,2266992,55166952,6,30,21,34,4812,2101
716,748,2045923298,913513,36008464,7,27,29,27,3525,943
741,771,2014880914,289164,42936912,37,29,5,26,7335,164
741,774,2102170716,20545878,42419608,201,8,8,7,27863,5722
746,776,2085685753,515585,34156672,53,53,47,6,9352,243
788,793,1967892406,1808145,40325504,45,2,3,2,18438,2745
146,295,2036273525,2186629,53982336,52,4,5,6,26928,3331
170,325,1950742246,1259698,37196552,34,5,9,5,16100,3813
176,415,2001490536,1482739,45561552,30,2,3,3,17236,3552
197,201,2045975221,2981088,53055568,42,26,26,2,26959,3281
198,325,1981788920,2871312,36773552,33,3,3,3,14945,4479
202,386,2122387737,1038985,42060040,28,7,12,7,14719,3444
203,295,2269566776,974507,49550072,46,1,1,1,18405,1947
205,359,2272433033,2419769,37554720,22,19,19,19,19088,2980
205,416,2285800049,526113,48141696,32,1,2,1,17710,2823
205,449,1980229926,1446511,35558896,17,17,18,17,16327,3827
205,479,2037314001,1594082,43933192,16,17,20,18,15937,4134
295,416,2014137167,5491465,39798936,76,12,13,12,37237,4005
314,404,2259935324,1673461,47288352,69,4,6,4,16791,3250
323,356,2324116025,3539054,36113720,128,7,9,5,25987,4300
323,535,2366595368,5767765,40522336,21,28,33,24,11029,6059
345,435,2214311588,851020,47130536,65,2,3,2,15285,3330
356,505,2566274128,16933129,54668440,211,13,18,10,64268,13527
375,436,2009350641,1641686,38658888,74,5,7,6,17444,3871
386,595,2078434283,3801633,46825600,83,11,14,6,24480,8575
389,508,2018111580,1091993,35344312,40,6,10,7,14576,1968
410,471,2066826961,2324872,38353440,13,33,21,33,6111,1944
412,472,2132201298,3874936,43949992,61,16,1,16,7903,1520
415,596,2399664582,8349408,54247904,91,8,7,7,25253,7604
468,530,2208882430,42898117,52819304,277,26,10,25,43436,10113
468,593,2050942569,8403343,36388760,24,31,31,32,8998,5143
471,475,2090506433,15984380,44136968,60,32,4,32,11925,4492
473,563,2098122166,2899951,48877792,16,34,28,37,6055,2395
498,561,2064002034,52117101,42718352,162,38,35,39,28539,9234
499,560,2277668501,29617904,49106888,282,31,36,23,38783,8492
501,590,2064652164,7533404,53500208,33,33,34,33,8637,2603
501,594,2059502176,5067504,35607552,30,26,23,27,8575,3563
504,628,1964826492,6211235,40804320,41,16,21,18,11224,4507
505,658,2049604486,4448938,46785560,42,15,20,17,13604,4341
506,565,1946921102,2757181,52369992,43,32,32,32,7810,2176
526,557,1938452660,804131,35291248,18,25,6,23,4502,661
547,554,1932404525,6090435,40073888,28,26,26,26,13132,5117
548,553,1960337059,4390570,45263368,36,28,23,28,14782,4342
562,620,2067953702,3801228,50045680,13,29,34,29,5829,1976
565,659,2058890939,4123714,35715592,16,29,42,30,10417,2725
566,594,2170119835,6269948,42498840,32,33,22,34,6692,2534
568,629,2217259524,7531615,48081128,19,27,7,27,5532,1692
592,651,2178450824,4887343,53674264,32,31,10,32,7756,1572
594,622,2116874566,16643347,45096472,105,31,16,33,16425,4113
596,621,2186115644,3923865,49081408,11,31,18,34,6998,3233
620,653,2218987726,3297326,53867176,23,28,12,23,7502,2121
620,710,2199055519,16171320,41497904,130,33,25,32,21853,5618
620,711,2089044455,2771513,45089664,21,28,31,21,7842,2631
627,654,2425611213,2291983,48276056,11,30,32,29,4763,1955
646,681,2427526127,2905279,52263584,9,28,20,28,7065,2693
650,683,2374475271,17953310,44665832,109,29,8,29,20351,4912
653,684,2181268095,821236,53439304,12,33,2,32,5024,748
654,683,2184101141,1570393,43186760,13,28,16,26,3741,795
658,716,2288915096,3479430,48765432,19,33,36,31,5697,1960
659,686,2208855365,1605578,51553464,11,29,32,13,4283,1799
659,716,2213911702,2814200,55148600,8,28,17,28,5478,1781
673,677,2298106725,10257919,39719960,30,34,28,33,11710,3075
673,679,2066624909,6301645,43709032,13,27,30,19,7828,3098
682,710,2177282127,2652698,53279328,25,21,17,20,5871,1355
715,746,2138161928,1386734,42683344,8,33,19,31,4598,705
718,777,2198968236,3112983,47479864,11,32,14,32,5113,1653
740,746,2166461270,6364523,51863448,11,28,36,30,6021,3549
741,777,2108745089,2422449,56651872,43,2,2,2,7316,3237
816,822,2041355649,3844434,44545768,58,2,2,2,23356,4338
28,176,2126532152,1085687,44998568,71,2,3,2,39372,4290
87,205,2135202327,1228703,47042848,76,3,4,2,41004,3503
116,295,2122807939,1769743,41126168,50,3,5,4,26260,3868
117,265,2099851016,1950440,53880656,48,5,6,6,26260,3527
146,386,2105061394,857322,41226760,30,2,2,2,17741,3284
166,202,2072134676,2459884,49204024,49,4,4,4,22523,3692
167,205,2076099637,2024247,55581016,31,2,3,3,13605,3376
170,234,2072921705,3482074,41709472,36,9,15,9,17948,2446
171,202,2094978994,3797839,52872008,69,13,12,12,31962,929
176,416,2105298118,561282,40630376,31,1,2,1,17388,3260
197,235,2076465067,3108187,45821120,17,21,25,22,15057,3916
198,205,2068556244,1169279,52195064,31,2,3,3,13605,2765
202,295,2073880035,2237904,39539688,40,6,9,5,18184,2581
202,416,2068002812,2040512,44725896,28,7,14,9,14719,3905
205,445,2136601717,814942,55099448,30,1,1,1,16345,3142
234,416,2073396493,1046416,39034328,27,15,19,17,16356,3075
235,326,2129407837,3193960,42898360,78,9,3,7,37882,3102
356,502,2068074325,1368097,46389552,31,4,7,6,11711,4157
380,530,2157932587,15902447,52607000,47,29,7,29,10623,5119
383,443,2062157155,1730918,56501640,26,24,1,24,6933,979
389,537,2137987627,1239093,44704184,38,2,5,4,10750,2443
409,470,2146108202,2602775,47809384,22,27,16,28,6062,1401
410,469,2101858252,7009402,55190528,76,17,8,12,11141,2406
410,530,2162123461,22060693,42848880,81,30,8,30,14713,5839
415,502,2116292084,4033416,46351400,34,7,5,6,12783,3602
439,530,2088244185,7747710,51792184,38,31,20,31,9020,2966
440,471,2077878105,1596598,55288448,19,30,10,30,5991,1115
449,537,2062987278,1798668,46069160,43,9,11,10,12480,1958
470,563,2116692426,2935358,49173400,7,31,33,39,5606,3005
499,530,2257767869,30031168,55782312,602,23,0,23,78495,4953
500,590,2118451162,6024700,43253352,27,32,35,32,6970,2234
500,592,2114596504,4369052,46775800,20,28,27,32,6089,2313
505,564,2244956374,2307822,53823992,12,34,25,33,8457,1822
508,597,2161250053,3463015,57351776,16,24,25,24,6485,2016
524,556,2209675099,4089465,44269080,27,26,9,24,6442,1648
527,557,2118010633,883514,49561512,27,32,2,30,6576,356
529,563,2226587562,7769037,53967160,24,32,44,31,8523,3798
534,658,2224062156,6964267,58372312,19,25,42,43,8488,3636
554,589,2214499856,2696126,61026808,8,33,14,31,7794,2919
555,590,2074559354,21377298,45645600,62,28,28,23,18304,6665
557,593,2093715355,5626420,49610512,29,21,31,23,9472,4270
560,652,2217672541,6108984,53134776,19,30,12,29,6690,3293
560,710,2224304067,16641924,63268728,71,34,27,35,15690,7072
561,686,2224408015,9623466,46476352,25,25,15,26,8075,4663
565,629,2141356095,3710527,50443600,12,26,45,37,6608,2249
565,656,2155640369,8241581,56613832,45,24,17,18,11806,3365
591,620,2227690910,1178183,65165640,18,32,22,33,6113,1047
591,680,2231317385,2816766,61362872,14,34,17,32,6059,2402
598,626,2099344484,11188513,47162224,120,28,9,29,13513,3542
614,680,2069990329,2834435,50246512,32,10,10,10,8330,3562
627,655,2177955609,9792639,58619080,87,55,53,24,14797,3693
645,650,2104878559,14228866,53187600,152,17,16,18,33756,10080
647,652,2086648882,3354867,58485224,62,6,5,6,12976,4205
650,684,2210582365,18853861,66859656,75,28,11,30,16399,5265
652,683,2116629710,10598456,57147480,202,17,14,17,25772,2136
676,708,2068472917,2898484,61116360,15,33,12,33,7235,1345
680,711,2239283728,18020716,61475048,309,23,17,22,46468,3513
687,714,2142211731,2026738,64118928,5,29,38,32,4002,1704
689,716,2074338303,2794663,67645816,12,24,31,24,6009,1598
787,822,2042564285,658130,50960984,58,1,1,1,22949,3362
788,822,2044342245,1755035,58888232,59,2,2,2,23153,2642
798,830,2082704729,1628581,64184688,28,24,13,18,6714,1470
816,821,2057722381,3224757,51105808,58,3,1,2,23659,3933
103,198,2055111406,809114,58147328,25,6,6,6,13663,1935
117,356,2111817623,1289634,46613224,29,2,3,3,17092,3420
146,415,2098827044,1536490,54539192,29,2,3,3,17038,3838
146,416,2097350605,985599,62912568,30,1,2,1,17190,3559
166,199,2070042439,4491882,54795608,54,13,13,13,26240,2032
169,356,2046334343,1916632,60521376,27,4,8,4,13559,3847
169,386,2069110671,1277732,65805720,27,4,8,5,13559,4267
169,416,2095631765,2150772,45781184,27,4,9,5,13559,4675
169,505,2057069295,2709613,50638744,27,4,10,6,13559,6063
170,201,2080754535,1045587,59005784,78,2,2,2,29910,606
170,356,2066566384,956382,64735360,27,4,8,4,13559,3442
170,386,2082951795,1091477,48813352,27,4,8,5,13559,3862
170,416,2204998686,1295739,54111872,27,4,9,5,13559,4270
170,505,2095180160,1428735,58957432,27,4,10,6,13559,5658
171,234,1996461224,2248223,63359976,27,15,18,10,16811,2005
171,415,1925506355,2544106,45842056,23,9,11,8,13710,4536
171,445,1949403260,2924948,51125592,22,10,12,8,13710,4792
171,475,1956949629,3470993,56415656,24,8,11,9,13710,5237
176,445,1948859157,859705,64345344,29,1,1,1,16023,3533
198,235,1990536662,3011443,50468416,17,21,25,22,15057,3405
199,265,2194095265,1120151,56200024,32,3,5,3,14840,3201
199,295,2042877362,1931925,61923328,31,4,6,3,14840,3602
201,415,2027541380,2643708,65456056,25,7,12,9,12939,4298
201,445,2036469554,2155065,47255160,25,7,12,9,12939,4560
201,475,2013731715,3698876,50781360,25,7,12,9,12939,5004
202,265,2054331208,1903017,57831408,42,6,6,5,18434,2194
202,356,1989643601,953114,63555144,29,6,11,6,14719,2971
203,475,2029730949,2903754,46655608,29,10,15,11,15799,5014
205,235,2121672345,79368,52482760,80,4,3,1,36123,168
205,475,2069150406,673774,61732464,29,1,1,1,15678,3465
234,265,2012684785,590327,68333544,43,17,14,17,21799,390
267,389,2025949686,580792,53891552,38,4,3,4,18547,2003
322,352,2011227105,381019,58312808,35,30,0,30,8970,130
322,505,2036651903,8556552,62717440,31,14,17,12,10043,5546
386,445,2134902330,10601138,53446504,228,14,15,13,66891,4753
389,479,2078695709,1095377,66354280,67,2,2,2,21858,1915
410,561,2092894139,4246585,50472528,13,28,27,29,6831,3268
419,567,2099537575,1369286,58658112,30,13,13,2,11037,2641
468,561,2115483963,40235931,70674576,128,34,31,36,24423,9203
472,501,2146396670,1575765,24758200,11,29,9,30,3826,893
476,535,2044781287,4229571,28201592,17,31,20,35,5048,1719
479,596,2048750488,2652111,32933624,34,8,10,9,8217,2468
479,598,2010675822,4312859,37676608,50,13,15,14,10634,3483
504,562,2080941684,6151317,42405888,30,29,5,29,8861,2416
505,595,2183954046,30708048,39693632,198,19,12,21,46658,7563
530,656,2199481119,3048575,42702352,5,28,28,35,5876,3694
531,590,2168230265,5496260,29265664,76,21,19,22,14632,2169
535,560,2149470008,7213699,37385872,31,17,11,20,8795,3698
537,596,2164787340,10378340,45505424,53,23,11,23,12046,2304
537,629,2342889857,9254417,28035888,16,29,3,29,6292,2601
549,553,2261163087,8084556,33178464,40,26,26,26,14581,3521
560,595,2415131664,12903983,38327856,19,33,10,34,10245,4900
560,711,2195457125,3075091,41754824,10,31,33,26,7186,3532
562,626,2205164031,6746877,30028296,40,28,26,27,9914,4213
565,625,2160073841,2141296,33464824,20,30,18,31,6517,1910
591,650,2157097509,1049262,43546928,11,30,17,31,5156,1518
593,687,2176519015,8020469,50132104,22,33,3,32,8174,3603
616,646,2070340241,1896582,43136120,118,26,2,26,17624,476
616,676,2002407050,2092980,27796232,14,29,18,31,5486,1296
620,625,2193467552,4837236,32449376,15,29,27,28,7392,3605
625,718,2219109196,5249493,36729912,18,28,14,29,6271,2392
627,658,2470978931,8559591,49657120,206,21,4,23,30551,1548
628,688,2386836330,4399069,33350216,30,32,29,32,8808,2020
644,680,2303615118,9512876,40332432,28,33,2,32,12887,5177
645,678,2355049365,2532869,46165480,17,29,11,29,6023,1845
648,680,2164843856,7625258,32481168,45,31,13,31,11985,2198
649,683,2079592279,4900901,37528968,52,13,12,12,11143,3169
650,654,2215719667,7318891,43736488,44,30,5,30,10360,3722
650,685,2179846186,7207429,28733472,37,15,8,17,9929,3441
651,680,2152991447,3435725,42329104,47,26,15,24,8358,1218
651,682,2149242400,11880295,37491032,204,24,12,24,27504,2414
653,681,2090099939,1437942,41372960,12,27,19,27,4526,1440
655,717,2116859303,2249290,47197232,20,21,14,20,5058,1370
656,716,2169787147,3175340,39765136,30,22,23,18,5781,2101
674,709,2048421915,6299288,43266328,20,18,10,18,6875,2625
674,710,2101876592,12809775,27631232,18,20,11,20,7444,3169
675,681,2098296949,12980762,33072392,62,11,10,11,13484,5666
675,736,2068126307,2278377,36180064,8,32,11,33,5669,1449
676,711,2084860609,28141391,42783496,58,28,13,22,16041,5858
684,716,2121020230,2381408,32707608,36,17,10,16,5548,1224
713,746,2105147430,3081318,37751304,17,30,15,32,5549,2110
717,775,2111062324,1569082,41631240,6,28,10,28,4259,1309
717,776,2086655524,1360225,46287216,13,34,26,21,5482,1450
739,769,2055626212,500299,34252192,83,32,6,26,13258,230
742,771,2069550470,928432,38526160,18,21,20,21,3666,412
747,776,2041198985,1391984,46291848,34,33,14,23,6356,980
774,804,2144379481,692115,38795096,75,29,0,29,9806,208
57,205,2131359622,1524659,42407888,75,2,3,2,40538,4438
57,356,2066912900,573170,31174632,29,1,1,1,16932,3886
57,386,2057932453,759340,38553136,28,2,2,2,17215,4300
87,386,2080055572,1204693,46700928,28,2,2,2,17215,3903
87,415,2070518439,1654233,33965824,27,2,3,3,16512,4382
103,167,2100203156,181730,40950080,31,0,0,0,13663,1515
116,386,2391307117,1104350,30029448,28,2,2,2,17215,3494
116,415,2310691515,942320,37785456,27,2,3,3,16512,3988
117,386,2072469196,1117418,45549520,28,2,2,2,17215,3700
166,198,2055146191,1721373,39292120,53,17,17,16,26938,1168
169,264,2003475418,950651,42800992,29,3,5,3,12728,2621
176,475,2051721122,684365,30494064,28,1,1,1,15356,3825
197,205,2008024019,1706415,34770184,31,2,3,3,13605,3210
198,415,2036343134,2519726,39428512,24,7,9,8,13324,5348
198,445,2015153621,3522048,44086704,24,6,9,7,13027,5483
198,475,2048737854,2450301,29137032,24,6,10,8,13027,5901
199,205,2026171439,1081662,35733416,32,2,4,5,14057,2649
199,326,2054000841,1607010,41165960,30,4,6,3,14445,4171
202,505,2051369713,1755017,46203920,28,7,16,10,14719,5464
203,326,2084739373,2083243,34030880,45,2,2,3,18120,2876
205,389,2097715359,1411272,43740128,18,20,20,21,17773,3282
205,415,2108421951,830446,36722752,31,2,3,3,17558,3122
205,505,2058506480,1198338,45649240,29,1,0,1,15551,3946
234,415,2115138083,3309720,29197576,27,20,25,23,18085,3881
235,535,2100049458,2339027,38905288,14,20,22,24,15302,4527
295,532,2088544147,3265486,46291304,28,7,12,10,15089,4751
344,404,2060795404,1006227,35094776,79,4,4,4,18574,3074
355,534,2094405648,3840478,38977992,20,27,28,28,9472,4693
356,532,2268541330,4654647,31140312,59,8,14,12,22000,7191
359,479,2150570906,2238524,42408840,36,15,15,15,19283,2120
375,404,2220652183,395129,32517928,98,3,3,3,21621,1511
405,434,2156039793,4428405,43387488,88,28,26,28,24022,1526
410,560,2082963329,5149677,27656088,14,27,28,29,6228,2929
415,504,2110093003,12960951,35809872,71,25,19,24,26059,4767
467,533,2095439389,4268237,39311304,24,17,21,15,7924,3746
468,500,2088537633,1747236,42416608,15,30,13,29,5805,1497
469,560,2180097704,6661639,27832744,30,28,28,30,7928,2603
472,531,2120916095,2218668,30550184,10,29,17,30,4305,1194
477,506,2024101547,662276,33270112,6,30,19,30,4745,519
497,527,2103643064,2168186,34582064,169,25,20,7,22545,406
502,560,2064620799,1391036,37300056,10,25,26,23,4961,1406
530,620,2489219155,11868338,33563376,145,22,25,23,22141,6015
530,622,2284132721,5014644,37058472,23,26,25,26,6917,2920
530,655,2225987782,7023231,40949968,16,22,15,21,5905,3290
531,628,2188227131,10592113,46385744,37,20,36,28,11915,6785
533,567,2095486007,3525829,30675720,16,24,27,25,5286,2261
534,626,2105554885,10307104,36495312,33,29,26,42,9099,3687
534,629,2089067868,2913237,39212232,8,28,50,52,5886,3183
